Accounting Date,Total Received,Item Payment Type,Stock Item Name,Event Name,Amount,masked_column
5/29/2023,0.0,Card Payment,,Die Nachtigall,,18
5/29/2023,0.0,Card Payment,,Die Nachtigall,,20
5/29/2023,0.0,Card Payment,,Die Nachtigall,,16
5/29/2023,0.0,Card Payment,,Die Nachtigall,,18
5/29/2023,0.0,Card Payment,,Die Nachtigall,,16
5/29/2023,0.0,Card Payment,,Die Nachtigall,,21
5/29/2023,0.0,Card Payment,,Die Nachtigall,,20
5/29/2023,0.0,Card Payment,,Die Nachtigall,,21
5/29/2023,0.0,Card Payment,,Die Nachtigall,,23
5/29/2023,0.0,Card Payment,,Die Nachtigall,,23
5/29/2023,0.0,Card Payment,,Die Nachtigall,,17
5/29/2023,0.0,Card Payment,,Die Nachtigall,,19
5/29/2023,0.0,Cash Payment,,Die Nachtigall,,21
5/29/2023,0.0,Card Payment,,Die Nachtigall,,22
5/29/2023,0.0,Cash Payment,,Die Nachtigall,,21
5/29/2023,0.0,Card Payment,,Die Nachtigall,,17
5/29/2023,0.0,Card Payment,,Die Nachtigall,,19
5/29/2023,0.0,Card Payment,,Die Nachtigall,,20
5/29/2023,0.0,Card Payment,,Die Nachtigall,,20
5/29/2023,0.0,Card Payment,,Die Nachtigall,,24
5/29/2023,0.0,Card Payment,,Die Nachtigall,,15
5/29/2023,0.0,Card Payment,,Die Nachtigall,,18
5/29/2023,0.0,Card Payment,,Die Nachtigall,,20
5/29/2023,0.0,Cash Payment,,Die Nachtigall,,25
5/29/2023,0.0,Cash Payment,,Die Nachtigall,,17
5/29/2023,0.0,Cash Payment,,Die Nachtigall,,21
5/29/2023,0.0,Cash Payment,,Die Nachtigall,,22
5/29/2023,0.0,Card Payment,,Die Nachtigall,,21
5/29/2023,0.0,Card Payment,,Die Nachtigall,,17
5/29/2023,0.0,Card Payment,,Die Nachtigall,,21
5/29/2023,0.0,Cash Payment,,Die Nachtigall,,15
5/29/2023,0.0,Card Payment,,Paula Poundstone,,59
5/29/2023,0.0,Card Payment,,Paula Poundstone,,56
5/29/2023,0.0,Card Payment,,Power House Movie: Exposure,,15
5/29/2023,0.0,Card Payment,,Power House Movie: Exposure,,13
5/29/2023,0.0,Card Payment,,Caravan of Glam,,33
5/29/2023,0.0,Card Payment,,Caravan of Glam,,34
5/30/2023,0.0,Card Payment,,Caravan of Glam,,42
5/30/2023,0.0,Card Payment,,Caravan of Glam,,33
5/30/2023,0.0,Card Payment,,Power House Movie: Exposure,,15
5/30/2023,0.0,Card Payment,,Caravan of Glam,,35
5/30/2023,0.0,Card Payment,,Caravan of Glam,,38
5/30/2023,0.0,Card Payment,,Caravan of Glam,,36
5/30/2023,0.0,Card Payment,,Caravan of Glam,,31
5/30/2023,0.0,Card Payment,,Caravan of Glam,,34
5/30/2023,0.0,Card Payment,,Caravan of Glam,,33
5/30/2023,0.0,Card Payment,,Caravan of Glam,,35
5/30/2023,0.0,Card Payment,,Caravan of Glam,,37
5/30/2023,0.0,Card Payment,,Caravan of Glam,,32
5/30/2023,0.0,Card Payment,,Power House Movie: Exposure,,13
5/30/2023,0.0,Card Payment,,Power House Movie: Exposure,,17
5/30/2023,0.0,Card Payment,,Power House Movie: Exposure,,16
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,18
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,16
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,17
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,16
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,18
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,11
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,10
5/31/2023,0.0,Card Payment,,Caravan of Glam,,25
5/31/2023,0.0,Card Payment,,Caravan of Glam,,22
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,11
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,14
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,14
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,11
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,16
5/31/2023,0.0,Card Payment,,Power House Movie: Exposure,,15
5/31/2023,0.0,Card Payment,,Caravan of Glam,,36
5/31/2023,0.0,Card Payment,,Caravan of Glam,,41
5/31/2023,0.0,Card Payment,,Caravan of Glam,,38
5/31/2023,0.0,Card Payment,,Caravan of Glam,,32
5/31/2023,0.0,Card Payment,,Caravan of Glam,,35
5/31/2023,0.0,Card Payment,,Caravan of Glam,,33
5/31/2023,0.0,Card Payment,,Caravan of Glam,,34
6/1/2023,0.0,Card Payment,,Caravan of Glam,,32
6/1/2023,0.0,Card Payment,,Caravan of Glam,,32
6/1/2023,0.0,Card Payment,,Caravan of Glam,,29
6/1/2023,0.0,Card Payment,,Caravan of Glam,,33
6/1/2023,0.0,Card Payment,,Caravan of Glam,,32
6/1/2023,0.0,Card Payment,,Caravan of Glam,,24
6/1/2023,0.0,Card Payment,,Caravan of Glam,,25
6/1/2023,0.0,Card Payment,,Caravan of Glam,,23
6/1/2023,0.0,Card Payment,,Caravan of Glam,,34
6/1/2023,0.0,Card Payment,,Caravan of Glam,,36
6/1/2023,0.0,Card Payment,,Caravan of Glam,,31
6/1/2023,0.0,No Payment,,Red Badge Project,,0
6/1/2023,0.0,No Payment,,Red Badge Project,,0
6/1/2023,0.0,Card Payment,,Caravan of Glam,,31
6/1/2023,0.0,Card Payment,,Paula Poundstone,,61
6/1/2023,0.0,Card Payment,,Paula Poundstone,,56
6/1/2023,0.0,Card Payment,,Caravan of Glam,,29
6/1/2023,0.0,Card Payment,,Caravan of Glam,,32
6/1/2023,0.0,Card Payment,,Caravan of Glam,,34
6/1/2023,0.0,Card Payment,,Caravan of Glam,,34
6/1/2023,0.0,Card Payment,,Caravan of Glam,,35
6/2/2023,0.0,Card Payment,,Caravan of Glam,,30
6/2/2023,0.0,Card Payment,,Caravan of Glam,,20
6/2/2023,0.0,Card Payment,,Caravan of Glam,,21
6/2/2023,0.0,Card Payment,,Caravan of Glam,,18
6/2/2023,0.0,Card Payment,,Caravan of Glam,,19
6/2/2023,0.0,Card Payment,,Caravan of Glam,,31
6/2/2023,0.0,Card Payment,,Paula Poundstone,,61
6/2/2023,0.0,Card Payment,,Paula Poundstone,,44
6/2/2023,0.0,Card Payment,,Caravan of Glam,,40
6/2/2023,0.0,Card Payment,,Caravan of Glam,,38
6/2/2023,0.0,Card Payment,,Caravan of Glam,,33
6/2/2023,0.0,Card Payment,,Caravan of Glam,,25
6/2/2023,0.0,Card Payment,,Caravan of Glam,,34
6/2/2023,0.0,Card Payment,,Caravan of Glam,,35
6/2/2023,0.0,Card Payment,,Caravan of Glam,,32
6/2/2023,0.0,Card Payment,,Caravan of Glam,,34
6/2/2023,0.0,Card Payment,,Caravan of Glam,,41
6/2/2023,0.0,Card Payment,,Caravan of Glam,,38
6/2/2023,0.0,Card Payment,,Caravan of Glam,,32
6/2/2023,0.0,Card Payment,,Caravan of Glam,,30
6/2/2023,0.0,Card Payment,,Caravan of Glam,,34
6/2/2023,0.0,Card Payment,,Caravan of Glam,,35
6/2/2023,0.0,Card Payment,,Caravan of Glam,,37
6/2/2023,0.0,Card Payment,,Caravan of Glam,,34
6/2/2023,0.0,Card Payment,,Caravan of Glam,,37
6/2/2023,0.0,Card Payment,,Caravan of Glam,,42
6/2/2023,0.0,Card Payment,,Caravan of Glam,,38
6/2/2023,0.0,No Payment,,Caravan of Glam,,35
6/2/2023,0.0,Card Payment,,Caravan of Glam,,35
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/2/2023,0.0,Card Payment,,Caravan of Glam,,21
6/2/2023,0.0,Card Payment,,Caravan of Glam,,19
6/2/2023,0.0,Card Payment,,Caravan of Glam,,18
6/2/2023,0.0,Card Payment,,Caravan of Glam,,37
6/2/2023,0.0,Card Payment,,Caravan of Glam,,35
6/2/2023,0.0,Card Payment,,Caravan of Glam,,37
6/2/2023,0.0,Card Payment,,Caravan of Glam,,34
6/2/2023,0.0,Card Payment,,Caravan of Glam,,40
6/2/2023,0.0,Card Payment,,Caravan of Glam,,32
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/2/2023,0.0,Card Payment,,Caravan of Glam,,33
6/2/2023,0.0,Card Payment,,Caravan of Glam,,37
6/2/2023,0.0,Card Payment,,Caravan of Glam,,23
6/2/2023,0.0,Card Payment,,Caravan of Glam,,16
6/2/2023,0.0,Card Payment,,Caravan of Glam,,37
6/2/2023,0.0,Card Payment,,Caravan of Glam,,27
6/2/2023,0.0,Card Payment,,Caravan of Glam,,32
6/2/2023,0.0,Card Payment,,Caravan of Glam,,41
6/2/2023,0.0,Card Payment,,Caravan of Glam,,19
6/2/2023,0.0,No Payment,,Caravan of Glam,,0
6/3/2023,0.0,Card Payment,,Paula Poundstone,,54
6/3/2023,0.0,Card Payment,,Paula Poundstone,,67
6/3/2023,0.0,Card Payment,,Vincent,,25
6/3/2023,0.0,Card Payment,,Vincent,,27
6/4/2023,0.0,Card Payment,,Paula Poundstone,,64
6/4/2023,0.0,Card Payment,,Paula Poundstone,,66
6/5/2023,0.0,Card Payment,,Paula Poundstone,,55
6/5/2023,0.0,Card Payment,,Paula Poundstone,,49
6/5/2023,0.0,Card Payment,,Paula Poundstone,,67
6/5/2023,0.0,Card Payment,,Paula Poundstone,,64
6/5/2023,0.0,Card Payment,,Paula Poundstone,,59
6/5/2023,0.0,Card Payment,,Paula Poundstone,,51
6/6/2023,0.0,No Payment,,Red Badge Project,,0
6/6/2023,0.0,No Payment,,Red Badge Project,,0
6/6/2023,0.0,No Payment,,Red Badge Project,,0
6/6/2023,0.0,No Payment,,Caravan of Glam,,41
6/6/2023,0.0,No Payment,,Caravan of Glam,,39
6/6/2023,0.0,No Payment,,Caravan of Glam,,32
6/6/2023,0.0,No Payment,,Caravan of Glam,,38
6/6/2023,0.0,No Payment,,Caravan of Glam,,35
6/6/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,17
6/6/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,18
6/6/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,14
6/6/2023,0.0,Card Payment,,Paula Poundstone,,55
6/6/2023,0.0,Card Payment,,Paula Poundstone,,53
6/6/2023,0.0,Card Payment,,Paula Poundstone,,47
6/6/2023,0.0,Card Payment,,Paula Poundstone,,57
6/6/2023,0.0,Card Payment,,Kate & the Crocodiles,,63
6/6/2023,0.0,Card Payment,,Kate & the Crocodiles,,41
6/7/2023,0.0,Card Payment,,Kate & the Crocodiles,,50
6/7/2023,0.0,Card Payment,,Kate & the Crocodiles,,54
6/7/2023,0.0,Card Payment,,Paula Poundstone,,56
6/7/2023,0.0,Card Payment,,Paula Poundstone,,55
6/7/2023,0.0,Card Payment,,Paula Poundstone,,48
6/7/2023,0.0,Card Payment,,Paula Poundstone,,57
6/8/2023,0.0,Card Payment,,Paula Poundstone,,51
6/8/2023,0.0,Card Payment,,Paula Poundstone,,43
6/8/2023,0.0,Card Payment,,Paula Poundstone,,62
6/8/2023,0.0,Card Payment,,Kate & the Crocodiles,,55
6/8/2023,0.0,Card Payment,,Kate & the Crocodiles,,51
6/8/2023,0.0,No Payment,,Red Badge Project,,0
6/8/2023,0.0,No Payment,,Red Badge Project,,0
6/8/2023,0.0,No Payment,,Red Badge Project,,0
6/8/2023,0.0,Card Payment,,Paula Poundstone,,60
6/8/2023,0.0,Card Payment,,Paula Poundstone,,54
6/8/2023,0.0,Card Payment,,The Circus Science Spectacular,,10
6/8/2023,0.0,Card Payment,,The Circus Science Spectacular,,9
6/8/2023,0.0,Card Payment,,The Circus Science Spectacular,,13
6/8/2023,0.0,Card Payment,,The Circus Science Spectacular,,11
6/8/2023,0.0,Card Payment,,Paula Poundstone,,57
6/8/2023,0.0,Card Payment,,Paula Poundstone,,51
6/8/2023,0.0,Card Payment,,Paula Poundstone,,52
6/8/2023,0.0,Card Payment,,Paula Poundstone,,51
6/8/2023,0.0,Card Payment,,Paula Poundstone,,0
6/8/2023,0.0,Card Payment,,Paula Poundstone,,0
6/9/2023,0.0,Card Payment,,Paula Poundstone,,63
6/9/2023,0.0,Card Payment,,Paula Poundstone,,66
6/9/2023,0.0,Card Payment,,Kate & the Crocodiles,,22
6/9/2023,0.0,Card Payment,,Paula Poundstone,,56
6/9/2023,0.0,Card Payment,,Paula Poundstone,,48
6/9/2023,0.0,Card Payment,,Paula Poundstone,,52
6/9/2023,0.0,Card Payment,,Paula Poundstone,,50
6/9/2023,0.0,Card Payment,,Paula Poundstone,,62
6/10/2023,0.0,Card Payment,,How I Learned What I Learned,,25
6/10/2023,0.0,Card Payment,,How I Learned What I Learned,,28
6/10/2023,0.0,Card Payment,,Kate & the Crocodiles,,54
6/10/2023,0.0,Card Payment,,Kate & the Crocodiles,,62
6/11/2023,0.0,No Payment,,Red Badge Project,,0
6/11/2023,0.0,No Payment,,Red Badge Project,,0
6/11/2023,0.0,Card Payment,,Kate & the Crocodiles,,56
6/11/2023,0.0,Card Payment,,Kate & the Crocodiles,,46
6/11/2023,0.0,Card Payment,,Paula Poundstone,,61
6/11/2023,0.0,Card Payment,,Paula Poundstone,,57
6/11/2023,0.0,Card Payment,,How I Learned What I Learned,,25
6/11/2023,0.0,Card Payment,,How I Learned What I Learned,,23
6/12/2023,0.0,Card Payment,,Collision of Rhythm ,,24
6/12/2023,0.0,Card Payment,,Collision of Rhythm ,,31
6/13/2023,0.0,Card Payment,,Kate & the Crocodiles,,51
6/13/2023,0.0,Card Payment,,Kate & the Crocodiles,,54
6/13/2023,0.0,Card Payment,,Red Badge Project,,0
6/13/2023,0.0,Card Payment,,Red Badge Project,,0
6/13/2023,0.0,Card Payment,,Red Badge Project,,0
6/13/2023,0.0,Card Payment,,Red Badge Project,,0
6/13/2023,0.0,Card Payment,,Red Badge Project,,0
6/13/2023,0.0,Card Payment,,Paula Poundstone,,56
6/13/2023,0.0,Card Payment,,Paula Poundstone,,56
6/13/2023,0.0,No Payment,,Red Badge Project,,0
6/13/2023,0.0,No Payment,,Red Badge Project,,0
6/14/2023,0.0,Card Payment,,Paula Poundstone,,59
6/14/2023,0.0,Card Payment,,Paula Poundstone,,60
6/14/2023,0.0,Card Payment,,Paula Poundstone,,50
6/14/2023,0.0,Card Payment,,Paula Poundstone,,54
6/14/2023,0.0,Card Payment,,Paula Poundstone,,62
6/15/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,17
6/15/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,9
6/15/2023,0.0,Card Payment,,Kate & the Crocodiles,,52
6/15/2023,0.0,Card Payment,,Kate & the Crocodiles,,41
6/15/2023,0.0,Card Payment,,Paula Poundstone,,56
6/15/2023,0.0,Card Payment,,Paula Poundstone,,66
6/15/2023,0.0,Card Payment,,Paula Poundstone,,50
6/15/2023,0.0,Card Payment,,Paula Poundstone,,51
6/15/2023,0.0,Card Payment,,Paula Poundstone,,60
6/15/2023,0.0,Card Payment,,Paula Poundstone,,47
6/15/2023,0.0,Card Payment,,Paula Poundstone,,52
6/15/2023,0.0,Card Payment,,Paula Poundstone,,59
6/15/2023,0.0,Card Payment,,Paula Poundstone,,52
6/15/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,15
6/15/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,17
6/15/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,16
6/15/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,16
6/16/2023,0.0,Card Payment,,Paula Poundstone,,54
6/16/2023,0.0,Card Payment,,Paula Poundstone,,58
6/16/2023,0.0,Card Payment,,Paula Poundstone,,55
6/16/2023,0.0,Card Payment,,Paula Poundstone,,58
6/16/2023,0.0,Card Payment,,Paula Poundstone,,53
6/16/2023,0.0,Card Payment,,Paula Poundstone,,54
6/17/2023,0.0,No Payment,,Red Badge Project,,0
6/17/2023,0.0,No Payment,,Red Badge Project,,0
6/17/2023,0.0,Card Payment,,Paula Poundstone,,51
6/17/2023,0.0,Card Payment,,Paula Poundstone,,49
6/17/2023,0.0,Card Payment,,Paula Poundstone,,57
6/18/2023,0.0,Card Payment,,Paula Poundstone,,57
6/18/2023,0.0,Card Payment,,Paula Poundstone,,60
6/18/2023,0.0,Card Payment,,Paula Poundstone,,53
6/18/2023,0.0,Card Payment,,Paula Poundstone,,58
6/19/2023,0.0,Card Payment,,Red Badge Project,,0
6/19/2023,0.0,Card Payment,,Red Badge Project,,0
6/19/2023,0.0,Card Payment,,How I Learned What I Learned,,23
6/19/2023,0.0,Card Payment,,How I Learned What I Learned,,26
6/19/2023,0.0,Card Payment,,Paula Poundstone,,58
6/19/2023,0.0,Card Payment,,Paula Poundstone,,56
6/20/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,40
6/20/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,51
6/20/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,62
6/20/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,49
6/21/2023,0.0,Card Payment,,Paula Poundstone,,51
6/21/2023,0.0,Card Payment,,Paula Poundstone,,58
6/21/2023,0.0,Card Payment,,Red Badge Project,,0
6/21/2023,0.0,Card Payment,,Red Badge Project,,0
6/21/2023,0.0,Card Payment,,Red Badge Project,,0
6/21/2023,0.0,Card Payment,,Red Badge Project,,0
6/21/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,16
6/21/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,15
6/21/2023,0.0,Card Payment,,Paula Poundstone,,57
6/21/2023,0.0,Card Payment,,Paula Poundstone,,61
6/22/2023,0.0,Card Payment,,How I Learned What I Learned,,28
6/22/2023,0.0,Card Payment,,Paula Poundstone,,49
6/22/2023,0.0,Card Payment,,Paula Poundstone,,60
6/22/2023,0.0,Card Payment,,Paula Poundstone,,55
6/22/2023,0.0,Card Payment,,Paula Poundstone,,56
6/22/2023,0.0,Card Payment,,Paula Poundstone,,56
6/22/2023,0.0,Card Payment,,Paula Poundstone,,55
6/22/2023,0.0,Card Payment,,Kate & the Crocodiles,,56
6/22/2023,0.0,Card Payment,,Kate & the Crocodiles,,50
6/22/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,14
6/23/2023,0.0,Card Payment,,Paula Poundstone,,53
6/23/2023,0.0,Card Payment,,Paula Poundstone,,56
6/23/2023,0.0,Card Payment,,Paula Poundstone,,62
6/23/2023,0.0,Card Payment,,Paula Poundstone,,59
6/23/2023,0.0,Card Payment,,Paula Poundstone,,51
6/23/2023,0.0,Card Payment,,Paula Poundstone,,69
6/23/2023,0.0,Card Payment,,Paula Poundstone,,57
6/23/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,17
6/24/2023,0.0,Card Payment,,Paula Poundstone,,55
6/24/2023,0.0,Card Payment,,Paula Poundstone,,58
6/25/2023,0.0,Card Payment,,Paula Poundstone,,60
6/25/2023,0.0,Card Payment,,Paula Poundstone,,62
6/25/2023,0.0,Card Payment,,Paula Poundstone,,61
6/25/2023,0.0,Card Payment,,Paula Poundstone,,60
6/25/2023,0.0,Card Payment,,Paula Poundstone,,54
6/25/2023,0.0,Card Payment,,Paula Poundstone,,52
6/25/2023,0.0,Card Payment,,Paula Poundstone,,57
6/25/2023,0.0,Card Payment,,Paula Poundstone,,61
6/25/2023,0.0,Card Payment,,Paula Poundstone,,54
6/25/2023,0.0,Card Payment,,Paula Poundstone,,61
6/25/2023,0.0,Card Payment,,Paula Poundstone,,63
6/25/2023,0.0,No Payment,,Red Badge Project,,0
6/25/2023,0.0,No Payment,,Red Badge Project,,0
6/25/2023,0.0,No Payment,,Red Badge Project,,0
6/25/2023,0.0,No Payment,,Red Badge Project,,0
6/25/2023,0.0,No Payment,,Red Badge Project,,0
6/25/2023,0.0,No Payment,,Red Badge Project,,0
6/25/2023,0.0,Card Payment,,Paula Poundstone,,58
6/26/2023,0.0,Card Payment,,Red Badge Project,,0
6/26/2023,0.0,Card Payment,,Red Badge Project,,0
6/26/2023,0.0,Card Payment,,Paula Poundstone,,48
6/26/2023,0.0,Card Payment,,Paula Poundstone,,57
6/26/2023,0.0,Card Payment,,Paula Poundstone,,44
6/26/2023,0.0,Card Payment,,Paula Poundstone,,61
6/26/2023,0.0,Card Payment,,Paula Poundstone,,55
6/26/2023,0.0,Card Payment,,Kate & the Crocodiles,,67
6/26/2023,0.0,Card Payment,,Kate & the Crocodiles,,62
6/26/2023,0.0,Card Payment,,Kate & the Crocodiles,,50
6/26/2023,0.0,Card Payment,,Paula Poundstone,,55
6/26/2023,0.0,Card Payment,,Paula Poundstone,,61
6/26/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,18
6/26/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,13
6/26/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,13
6/26/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,15
6/27/2023,0.0,Card Payment,,Paula Poundstone,,59
6/27/2023,0.0,Card Payment,,Paula Poundstone,,58
6/27/2023,0.0,Card Payment,,Paula Poundstone,,61
6/27/2023,0.0,Card Payment,,Paula Poundstone,,49
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,14
6/27/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,12
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,Card Payment,,Paula Poundstone,,60
6/27/2023,0.0,Card Payment,,Paula Poundstone,,55
6/27/2023,0.0,Card Payment,,Paula Poundstone,,53
6/27/2023,0.0,Card Payment,,Paula Poundstone,,55
6/27/2023,0.0,Card Payment,,Kate & the Crocodiles,,49
6/27/2023,0.0,Card Payment,,Kate & the Crocodiles,,44
6/27/2023,0.0,Card Payment,,Red Badge Project,,0
6/27/2023,0.0,Card Payment,,Red Badge Project,,0
6/27/2023,0.0,Card Payment,,Red Badge Project,,0
6/27/2023,0.0,Card Payment,,Red Badge Project,,0
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/27/2023,0.0,No Payment,,Red Badge Project,,0
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,52
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,57
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,48
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,47
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,21
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,26
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,61
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,52
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,50
6/28/2023,0.0,Card Payment,,Paula Poundstone,,57
6/28/2023,0.0,Card Payment,,Paula Poundstone,,55
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,10
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,11
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,11
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,11
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,14
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,17
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,16
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,15
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,12
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,10
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,10
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,10
6/28/2023,0.0,No Payment,,Paula Poundstone,,0
6/28/2023,0.0,No Payment,,Paula Poundstone,,0
6/28/2023,0.0,Card Payment,,Paula Poundstone,,45
6/28/2023,0.0,Card Payment,,Paula Poundstone,,49
6/28/2023,0.0,Card Payment,,Paula Poundstone,,44
6/28/2023,0.0,Card Payment,,Paula Poundstone,,55
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,15
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,15
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,14
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,9
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,11
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,15
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,16
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,14
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,16
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,17
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,16
6/28/2023,0.0,Cash Payment,,Power House Movie: Pride Shorts,,10
6/28/2023,0.0,Cash Payment,,Power House Movie: Pride Shorts,,11
6/28/2023,0.0,Card Payment,,Power House Movie: Pride Shorts,,10
6/28/2023,0.0,No Payment,,Red Badge Project,,0
6/28/2023,0.0,No Payment,,Red Badge Project,,0
6/28/2023,0.0,No Payment,,Red Badge Project,,0
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,52
6/28/2023,0.0,Card Payment,,Kate & the Crocodiles,,46
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,Card Payment,,Kate & the Crocodiles,,55
6/29/2023,0.0,Card Payment,,Paula Poundstone,,50
6/29/2023,0.0,Card Payment,,Paula Poundstone,,58
6/29/2023,0.0,Card Payment,,Paula Poundstone,,51
6/29/2023,0.0,Card Payment,,Paula Poundstone,,56
6/29/2023,0.0,Card Payment,,Paula Poundstone,,49
6/29/2023,0.0,Card Payment,,Paula Poundstone,,46
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,No Payment,,Red Badge Project,,0
6/29/2023,0.0,Card Payment,,Paula Poundstone,,53
6/29/2023,0.0,Card Payment,,Paula Poundstone,,49
6/29/2023,0.0,Card Payment,,Kate & the Crocodiles,,49
6/29/2023,0.0,Card Payment,,Vincent,,31
6/29/2023,0.0,Card Payment,,Paula Poundstone,,55
6/29/2023,0.0,Card Payment,,Paula Poundstone,,57
6/30/2023,0.0,Card Payment,,Red Badge Project,,0
6/30/2023,0.0,Card Payment,,Red Badge Project,,0
6/30/2023,0.0,No Payment,,Red Badge Project,,0
6/30/2023,0.0,No Payment,,Red Badge Project,,0
