ID,Date,Walla Walla Union Bulletin,Tri-City Herald,The East Oregonian,The Entertainer,Tumbleweird,Radio,Poster,"Social Media (Facebook, Twitter, Instagram)",Email,Word of Mouth,Gesa Power House Theatre website (www.phtww.org),Other,What is your age group?,What is your annual household income?,"What was your overall impression of this event (quality, lighting, sound, value)?","Please share any other suggestions or ideas that would help us enhance your experience at Gesa Power House Theatre. If you would like someone to respond to your feedback, please include your contact information. Thank you!",Event,Instance
678405200,01/01/2025 8:41 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$50,001 - $100,000","Wasn’t the show we wanted to see, should have had the option to ask for refund.",,Kira Soltanovich,12/31/2024
678405696,01/01/2025 8:42 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000","Headliner act was unable to perform due to flight cancellation.
",Performance should have been canceled.,Kira Soltanovich,12/31/2024
678441695,01/01/2025 9:33 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,46-55,"$100,001 - $200,000","Great, intimate setting. Extremely friendly people.","My first time there and will be back (already have future tickets).

The lack of space to get into the second level's rows of seats is quite off-putting, though. Please consider raising prices by $1 per ticket and removing the end seat on each row so there's room between the wall and seats for people to navigate. ",Kira Soltanovich,12/31/2024
678447234,01/01/2025 9:39 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,46-55,"$50,001 - $100,000",Very good,The headliner canceled and we didn't know until the beginning of the show. It would be nice if there was a way you could let us know that before we showed up.,Kira Soltanovich,12/31/2024
678448853,01/01/2025 9:46 AM,No,No,No,No,No,Yes,No,No,No,No,No,No,56-65,"$50,001 - $100,000","It was my first time at the powerhouse. I found the venue to be excellent. I don’t think there is a bad seat in the house and I plan on attending future events. 
I understand the weather cannot be controlled and the headliner comedian was not able to make the show, but while the comedians ride their best, I was not impressed and I left the event at intermission. 
I know I will have better luck next time. ",,Kira Soltanovich,12/31/2024
678451518,01/01/2025 9:51 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",It was too bad the headliner could not be there.  The guys did the best they could under tough circumstances but the evening felt a bit awkward.,"Please make the place fragrance-free.  The lady in front of me was wearing too much perfume and I had a headache by the time I went home.
No pictures or videos. It is annoying to have phones up and shining in your eyes blocking your view of the performance.",Kira Soltanovich,12/31/2024
678457935,01/01/2025 10:07 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,,Disappointed that headliner could not make it. Confusing we were told opening guy was it then another guy appeared. ,Generally we enjoy PHT events but it was poor planning to have headliner coming in by plane on Dec 31. Air travel is notoriously unpredictable this time of year. The opening guy was not headliner quality. ,Kira Soltanovich,12/31/2024
678469099,01/01/2025 10:34 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,46-55,"$200,001 or above","Disappointed the headliner cancelled and disappointed only 20% discount for a follow on show to see the actual headliner was offered. Value is highly questionable and feels like a forced donation of the audience. Minimum 50% discount should have been offered and apologies should have been profuse, not skirted and avoided. ","Again, 20% discount to come back after a disappointing show is a slap in the face and feels poorly handled. I would appreciate a formal apology and amends more appropriate to the lost value of the New Year’s Eve celebration (this wasn’t some random Tuesday night). Hurst.craig.a@gmail.com is my email should there be any follow up. ",Kira Soltanovich,12/31/2024
678475098,01/01/2025 11:22 AM,No,No,No,No,No,No,No,No,No,No,No,No,,,"The Kira s .show was a no show you said she was not able to land in W W  we should have been told at the door it has been cancelled instead you brought in a pair of wannabe comedians one not very funny and one bragging about being GAY and all the things he loved doing with men, it was sickening we drove over 100 miles in fog for this? my Wife and most other Ladies were appalled  we walked out as did most. I want a full refund of our money from this disgusting show.    Lou & Norma Jenkins",We have been to several plays and performances at your Theatre and they were wonderful and done in good taste for all too enjoy. We hope that will continue.                               ljenkins8008@spectrum.net                        ,Kira Soltanovich,12/31/2024
678503768,01/01/2025 11:19 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,56-65,"$200,001 or above",Very expensive and main act didn’t show up. Show should have been cancelled and refunds given.,,Kira Soltanovich,12/31/2024
678516860,01/01/2025 11:45 AM,No,No,No,No,No,No,No,Yes,No,No,Yes,No,66+,"$50,000 or below"," Always Great!!! Although Kira was fogged in, you still pulled off a great show! Bravo!! Happy New Years! Robert",,Kira Soltanovich,12/31/2024
678581247,01/01/2025 1:44 PM,No,No,No,No,No,No,No,No,Yes,No,Yes,No,36-45,"$50,001 - $100,000",Lighting and sound were great!  The technical skill was outstanding.  Emmett was really good.  ,"I bought tickets to a specific performance. I understand weather happens. But that felt like a bait and switch, especially when I'm told I get a whole 20%off when the actual act rebooks.  You don't give me a refund if I can't make it to the show,  but still charged me for not putting on the show I paid for.  I'm disappointed in that.  ",Kira Soltanovich,12/31/2024
678585359,01/01/2025 1:56 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$200,001 or above","Headliner was fogged in and didn't make it.  Two replacements.  Not too bad.  The sub-replacement - the self proclaimed gay anesthesiologist - may have been a bit much for Walla Walla.   His gay jokes seemed more like therapy; but when he moved on to his Jewish and other material he was funny.  I didn't mind the gay jokes, but the material seemed a bit forced.  The main replacement started off slowly, but got rolling and was pretty good.  He was particularly good at weaving the audience reactions (or lack of reactions) into his routine.  The best I've seen at the PHT is still Kermit Apio - he made my sides hurt from laughing so hard.",Bring back Kermit Apio.,Kira Soltanovich,12/31/2024
678585853,01/01/2025 1:51 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,66+,"$50,001 - $100,000",The comedian was not the woman that was so fun to watch on  the Jay Leno show.  I felt like I got ripped off!,,Kira Soltanovich,12/31/2024
678689595,01/01/2025 5:36 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,36-45,"$50,001 - $100,000",This is a hard done to gage. We paid for another comedian and she didn’t make it. With the fog we have here in Walla Walla I wish she had flown in the day before. I understand weather happens but I wish the show would have been canceled and reschedule. To did not really like the comedians that night. The second set was better but I would have not paid the price I did for what we saw. Comedy is hard because everyone’s funny bone is different and who we saw did not hit for our funny bone and felt disappointed. A 20% is not enough of an incentive to go back for another show. ,"Our ticket should be discounted when a comedian we paid for does not make it to the show. See above comments. 
Thanks for listening. 
Jmmcvt@gmail.com ",Kira Soltanovich,12/31/2024
678692691,01/01/2025 5:42 PM,No,No,No,No,No,No,Yes,No,No,No,No,No,66+,"$50,001 - $100,000","Very disappointed with content and caliber of replacement comedians, left at intermission.I want the cost of two tickets -$70- reimbursed.","Fly performers in a day in advance of event, especially in winter when weather can be an issue. Seemed very amateurish not to have imagined weather complications impacting travel. Very poor show, glad I left, not inclined to return to PH in foreseeable future. ",Kira Soltanovich,12/31/2024
678695416,01/01/2025 5:46 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$100,001 - $200,000","Kira was unable to fly in due to the fog. We enjoyed Emmett and while I enjoyed Emmett’s set I was uncomfortable with Richard’s content, jokes about gay guys having hot gay sex I did not find entertaining. I did stay for the entire show and will continue to support the gesa.",Keep woke off your stage,Kira Soltanovich,12/31/2024
678755308,01/01/2025 8:14 PM,No,No,No,No,No,No,No,No,No,No,No,Yes,66+,"$100,001 - $200,000","Very disappointed that the featured performer was unable to get to Walla Walla due to fog.  Fog is very common in Walla Walla winters and arrangements should have been made to get the performer here on time.  Seems like poor planning to me. Not knowing until we were seated that there were alternative artist was frustrating, and I think a 20% discount to see her at a future date isn't really adequate compensation.",,Kira Soltanovich,12/31/2024
679119249,01/02/2025 1:10 PM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$50,001 - $100,000",A flop of communication . Kira wasn’t there and apparently driving her from Seattle for a full house on NY Eve was not done. Poor communications and an ask to rebuy tickets with 20% off? Flop on PR too.,,Kira Soltanovich,12/31/2024
679229922,01/02/2025 5:05 PM,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,66+,"$50,001 - $100,000","It was disappointing that the headliner wasn't able to fly into WW for the performance. The comedian who filled in was good, better in the second half and deserves huge kudos for carrying on with a  relatable connection with the audience -- he turned what could have been a disaster to a fun, spontaneous evening - one that many of us, (and he) will not forget for a long time.  The PHT staff also did a fantastic job of carrying on without grumbling or apologizing what was out of their control. Really, a fun evening.  ",,Kira Soltanovich,12/31/2024
679270709,01/02/2025 6:53 PM,Yes,No,No,No,No,No,No,No,Yes,No,No,No,66+,,"Was a little disappointed the feature comedienne (Kira Soltanovich) didn't attend; although, it's understandable the weather can't be controlled by humans--and therefore, her plane was grounded in Seattle.  Despite the missing headliner, kudos to the staff and anyone else's contribution in successfully arranging a ""replacement"" show.","Would like to see more jazz acts, blues singers, steel drums and indie performances.  Realizing you're not in the restaurant business, it'd be nice to have a few meal-oriented foods available instead of snacks only for those of us who come to events directly after work--e.g., an easy-to-carry bowl of mac 'n cheese, pork-fried rice, Asian noodles, chicken/veggie wraps, burritos, etc.  Maybe more quick-serve food trucks?",Kira Soltanovich,12/31/2024
679300534,01/02/2025 7:39 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,,"Well done considering the headline talent did not show.  
Love this venue size.   
I will say when we go for the movies the sound is way too loud.  ","What was the comedian name that covered for Kira?
Tberkshire22@gmail.com",Kira Soltanovich,12/31/2024
679333267,01/02/2025 9:04 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,"$200,001 or above",It was terrible and offensive.  Not sure we will ever return,,Kira Soltanovich,12/31/2024
680929166,01/05/2025 9:29 PM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,,Very Good--sound could have been a bit turned up.,,Celtic Christmas,12/15/2024
686700178,01/16/2025 9:33 AM,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,66+,"$50,001 - $100,000","I am sorry to say but the sound was horrible. I have good hearing and so would have thought it was just the film itself but even the previews were unintelligible. My seat was extremely uncomfortable as well. No cushion, not to mention how narrow they are. At twice the price of the movie theater I am sorry to say I won’t be choosing to see more films at GESA. ","Then there was the film itself.  Besides being unintelligible most of the time, the dialogue was boring, the story was very scattered. Maybe it was trying to cover too many issues? Immigrants struggles, race, income disparity, gentrification, disregard and disrespect for the beauty of diverse cultures and communities…. I feel the messages were lost in too much mundane interactions. What has happened to the culture of neighborhoods in Seattle, which is unfortunately true all over the US, was lost in the scattered script. We sat through 1 1/2 hours and left. ",Know Your Place,1/15/2025
687063099,01/16/2025 11:07 PM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$50,001 - $100,000","It was comfortable.  I could hear and see it well, except the woman in front of me was in the way.  It was educational and brought out my sympathy for immigrants and people of color and people in poverty.  I like presentations that have that effect.  I had similar feelings after the presentation by the man from Muckleshoot.  I love his definition of a chief.",,Know Your Place,1/15/2025
690523176,01/23/2025 8:08 AM,No,No,No,No,No,No,No,No,No,No,Yes,Yes,66+,"$50,001 - $100,000",It was excellent. A few glitches getting brief videos started. The speaker should’ve been miked so he could walk around the stage with ease rather than be tied down by the Mic on the podium.,Richard Middleton-Kaplan is an excellent speaker. His topic is timely and was appreciated and well received. ,"Women Peacebuilders in Africa, Beyond",1/22/2025
690532345,01/23/2025 8:24 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,46-55,,"Quality venue. Nice seats. Good sound. Value was fabulous, as it was free.  Dr. Middleton-Kaplan was inspiring and clearly cared about his topic, and was very well informed on the issue. I am so glad I came, even if it was entirely too late at night!!",,"Women Peacebuilders in Africa, Beyond",1/22/2025
690535387,01/23/2025 8:29 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Very interesting. I would have liked to have heard more about how to implement strategies here and local resources that are available.,,"Women Peacebuilders in Africa, Beyond",1/22/2025
690540321,01/23/2025 8:41 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Very good,Humanities Washington is a wonderful resource for understanding important issues and inspiring critical thinking. Thank you. ,"Women Peacebuilders in Africa, Beyond",1/22/2025
690559870,01/23/2025 9:16 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,66+,"$100,001 - $200,000",Good.  Well presented given a power point presentation. ,,"Women Peacebuilders in Africa, Beyond",1/22/2025
690562967,01/23/2025 9:22 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Difficulty hearing dialogue. Would have liked subtitles. Too much background noise. ,,Know Your Place,1/15/2025
690665565,01/23/2025 12:36 PM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$50,001 - $100,000","Richard is a wonderful speaker. His energy, enthusiasm and sincerity are inspiring. Information presented was well-documented  and timely. We were enlightened by this presentation. The tech needed to have been rehearsed a bit so that it could have been more smooth to include video.",,"Women Peacebuilders in Africa, Beyond",1/22/2025
690708974,01/23/2025 1:44 PM,No,No,No,No,No,No,No,Yes,No,No,Yes,No,66+,"$50,001 - $100,000",Awesome. Richard was captivating. The event was simple and well done.,,"Women Peacebuilders in Africa, Beyond",1/22/2025
690749924,01/23/2025 3:05 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",I enjoyed the Speaker & power point.  So glad the speaker repeated the audiences remarks/comments/thoughts,I would of loved to seen the videos completely. ,"Women Peacebuilders in Africa, Beyond",1/22/2025
690779036,01/23/2025 4:04 PM,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,66+,"$200,001 or above",Excellent in every way!!,,"Women Peacebuilders in Africa, Beyond",1/22/2025
690931740,01/23/2025 10:15 PM,No,No,No,No,No,No,No,No,No,Yes,No,No,26-35,"$50,001 - $100,000","This was my first time at this venue and the space is really nice — every seat seems like it would be a great seat! The people helping at the event were all so, so kind and friendly. ",,"Women Peacebuilders in Africa, Beyond",1/22/2025
691119849,01/24/2025 8:20 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$100,001 - $200,000","The event was fantastic! The speaker did an exceptional job breaking down/presenting a complex topic and in such a positive light. So informative and uplifting…at a time when things feel quite the opposite. We sat up in the balcony and enjoyed the scene from above, which was especially fun to watch during Q&A. ",,"Women Peacebuilders in Africa, Beyond",1/22/2025
694535089,01/30/2025 8:07 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000","Great film BUT baby, it's cold inside !!!!!",,Power House Movie: Funke,1/29/2025
694538703,01/30/2025 8:15 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$200,001 or above",Perfect!,Thanks for bringing events that allow us to better appreciate and understand the wonderful world of humans. ,Power House Movie: Funke,1/29/2025
694752093,01/30/2025 2:58 PM,No,No,No,No,No,No,No,Yes,No,No,No,Yes,66+,"$100,001 - $200,000",Excellent,,Power House Movie: Funke,1/29/2025
695343163,01/31/2025 2:04 PM,Yes,No,No,No,No,No,No,No,Yes,No,No,No,66+,,Thought-provoking.,,Know Your Place,1/15/2025
696293837,02/02/2025 8:12 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,36-45,"$100,001 - $200,000","I thought the event was well put together and enjoyable. I had assumed there would be multiple chefs or restaurants providing food and samples of multiple local wines and beers. The food provided was delicious, and it was nice to receive a ticket for the standard drinks available at the theatre, but I was expecting something different.","I wish the website was more descriptive about the event. Maybe more information on vendors, or how the food/beverage will be served, and which films would be screened.",February Film Feast,2/1/2025
696295927,02/02/2025 9:07 AM,No,No,No,No,No,No,No,No,Yes,No,No,Yes,66+,"$100,001 - $200,000","The food was meager, time between food and movie shorts was too long.  The movie shorts were okay but was expecting the topic to be lighter, more interesting.  Would not attend again.","I am a big fan of Gesa Power House Theatre, been coming for years, recommending for years and that will continue.  ",February Film Feast,2/1/2025
696315822,02/02/2025 8:46 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,66+,"$200,001 or above",We were unable to attend due to illness,I purchased ticket insurance but was now allowed to exercise it.  I'm not too happy.,February Film Feast,2/1/2025
696339100,02/02/2025 9:32 AM,No,No,No,No,No,No,Yes,No,No,No,No,No,56-65,"$100,001 - $200,000",great ,,February Film Feast,2/1/2025
696358114,02/02/2025 10:10 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$100,001 - $200,000",Enjoyed the films. ,A little more information up front about what food would be available.  It was billed as a “feast” and that food would be available to purchase.  I thought it would be more of a dinner not just apps. ,February Film Feast,2/1/2025
696367811,02/02/2025 10:41 AM,No,No,No,No,No,No,No,No,Yes,No,Yes,No,66+,,"Sadly this was the first disappointing event we attended at GPHT. The event was promoted on social media as DINNER with food provided from multiple local purveyors. Instead Marcus Whitman was the only provider of eats and they were finger food appetizers. We saved our appetites for this event and were very hungry by the time the event ended. The appetizers were good but not great. For the price we paid, I would have expected two comp glasses of wine per attendee, especially given the smallish size of the pours.

The film sound was muffled in the balcony for us. Also given the accents of the people featured in the films, having captions displayed would have been very helpful. Also good for people with less than perfect hearing. The films felt longer than they needed to be and the subject matter could have more varied. The non-documentary film was entertaining. 
The event didn't deliver the value relative to the cost of the tickets. Highly unlikely we will attend the Film Feast if it returns next year.
Wish I had more positive feedback as this was the first disappointing event especially compared to the wonderful programming we've attended in the past.
",Captions for movies. No need to respond but happy to answer questions: stevekilisky@gmail.com,February Film Feast,2/1/2025
696412285,02/02/2025 11:57 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,36-45,"$200,001 or above","Great event, with wonderfully curated selection of short films. Thoughtful, and timely in its messages of hardship, hope, and inclusion. ","We were on the mezzanine level which was great viewing, but I did wish that there were speakers that were hung at our level, giving us more direct sound. It was just a bit quieter than I imagine the lower level experiences. ",February Film Feast,2/1/2025
696463512,02/02/2025 1:36 PM,No,No,No,No,No,No,No,No,No,Yes,No,No,56-65,"$200,001 or above",Great show and subject matter.  ,Small group of us attend but ran into many friends.  Happy to support the Power House but many of us had higher hopes regarding the food and wine for $55/ticket.   We all commented that surprised that it was billed for something it wasn’t.   Wine and food was limited and subpar in quality.   We’ll be a bit more selective in attending future events. ,February Film Feast,2/1/2025
696663132,02/02/2025 8:14 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,,"It would have been nice to have some non-dairy (most of the appetizers had cheese) and gluten-free options (other than the olive and slice of salami on the skewers).  One of our guests wasn't able to eat any of the options.  The Electric Lounge was a nice touch and allowed for more space.  Several of the films were difficult to understand, thankful for the closed captioning.  Would have been fun to have some food service professionals speak afterwards.  All in all an OK evening out in WW.  Appreciate that we have these choices in our small town.",,February Film Feast,2/1/2025
696921934,02/03/2025 8:54 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,56-65,"$200,001 or above",excellant,,The Thinking Game,2/2/2025
697075482,02/03/2025 1:11 PM,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,66+,"$50,001 - $100,000","Enjoyed the films.  Should have had drinks upstairs with the food and for $55 should have had 2 free drinks. Also food was a little skimpy, as the description said hearty appetizers which implied I won't need to go to dinner after the show. Maybe the Marc could have added some fresh veggies or crackers and cheese options. What they did serve was very good. When a friend of mine ordered her tickets on the phone, she was told there were 2 free drinks. Not a big deal, but misleading.  ",,February Film Feast,2/1/2025
697160836,02/03/2025 3:38 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",The sound was not distinct - with accents it was almost impossible for me to understand what was being said,,The Thinking Game,2/2/2025
698280726,02/05/2025 12:00 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$50,001 - $100,000","Quite informative. Quality. Lighting, sound - all good. I learned about the event short notice.",,The Thinking Game,2/2/2025
698781566,02/06/2025 8:17 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",I loved the softness of their performance. Touching!,,International Guitar Night XXV,2/5/2025
698783686,02/06/2025 8:22 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,56-65,"$100,001 - $200,000",Everything was excellent,"I was glad the lady guitar player turned her chair, as there was a lighting glare that was distracting even from upstairs.
Everything was lovely and thank you!",International Guitar Night XXV,2/5/2025
698786076,02/06/2025 8:33 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,56-65,"$100,001 - $200,000",Outstanding! It's fun to have some of the best players in the world here in Walla Walla! ,"I have been to this show for the last two years, and I must say, the 2024 performance felt like it had a much higher energy level. I am sure that the players are given some freedom to play whatever they want in those opening solos, but last night all four started with slow pieces, a couple of which were introduced with sort of sad, tragic anecdotes about the origin of the piece. Way to get the crowd into it! :) I know this is only one show and now they're gone, and I'm not sure whether there is a show manager or anyone in place who might be able to put some thought into the makeup of the show, but even a slight lean toward the order of pieces and setting up the crowd would help. I know in 2024 , the Italian gentleman came out first and blew the roof off from the first note, which set the tone for the whole performance. This comment has nothing to do with ability to play the guitar. They are all incredible.   But song choice matters. :)",International Guitar Night XXV,2/5/2025
698788893,02/06/2025 8:31 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$100,001 - $200,000",It was excellent. Love the diversity and amazing talent. Lighting and sound was very good. Comfortable temperature ,,International Guitar Night XXV,2/5/2025
698791285,02/06/2025 8:37 AM,No,No,No,No,No,No,No,Yes,No,No,Yes,No,66+,"$100,001 - $200,000",Great show.,Before and after show experience could be enhanced.  The lobby space is lovely and the ability to share after show libations and conversation would enhance the social aspect significantly.,International Guitar Night XXV,2/5/2025
698795389,02/06/2025 8:47 AM,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,56-65,"$50,001 - $100,000",Loved the show.,,International Guitar Night XXV,2/5/2025
698802619,02/06/2025 8:56 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$50,000 or below",Awesome ,,International Guitar Night XXV,2/5/2025
698804663,02/06/2025 9:00 AM,No,No,No,Yes,No,No,No,Yes,No,No,No,No,56-65,"$50,001 - $100,000",It was fantastic. ,,International Guitar Night XXV,2/5/2025
698807895,02/06/2025 9:06 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,46-55,"$50,001 - $100,000","Really wonderful! Even my 20 yo, who rarely leaves the house, enjoyed it very much and commented that he would go to such events in the future.",,International Guitar Night XXV,2/5/2025
698808669,02/06/2025 9:14 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",The concert was great but there could be a couple improvements to the facility. #1 It was very cold in there last night.  Even one of the guitarists commented on being cold. Can we please have more heat.  #2 Please find a way to do something about the lighting so that is does not glare off the instruments and blind the audience.,Please ask the audience to be respectful of other patrons.  #1 Please no photos or videos. When someone lifts up their phone it is very distracting to those in the audience who are behind them.  #2 Please ask people to take off their hats. It is VERY IMPOLITE to wear a cowboy/adventure hat while sitting in the audience. My view was blocked last night by the hat on the person in front of me.,International Guitar Night XXV,2/5/2025
698831373,02/06/2025 9:45 AM,Yes,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$200,001 or above",first rate...as usual,,International Guitar Night XXV,2/5/2025
698841218,02/06/2025 10:02 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$50,001 - $100,000",Outstanding,,International Guitar Night XXV,2/5/2025
698854125,02/06/2025 10:21 AM,No,No,No,No,No,No,No,No,Yes,No,Yes,No,66+,"$200,001 or above",Incredible,More shows,International Guitar Night XXV,2/5/2025
698864597,02/06/2025 10:41 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",,"Sadly, I was unable to attend due to slippery roads.  At 6:15 PM, I started out from home, but in two blocks nearly skidded through the intersection.  Thinking it would get much colder and hazardous, I turned around and came home.",International Guitar Night XXV,2/5/2025
698866673,02/06/2025 10:45 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000","I very much enjoyed it!  I attended the International Guitar Festival at the Powerhouse in 2024 and loved it.  As long as you bring them to Walla Walla, I will be there.",,International Guitar Night XXV,2/5/2025
698871351,02/06/2025 10:51 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,56-65,"$50,001 - $100,000",I thought everything about last night's performance was excellent.  Please consider this tour event for next year.  I'll be there.,,International Guitar Night XXV,2/5/2025
698875845,02/06/2025 11:17 AM,No,No,No,No,No,No,No,Yes,Yes,No,No,No,56-65,"$50,000 or below","Stage lighting was great for this type of performance - good visibility of performers and instruments and not distracting.  The audio quality (from my seat anyway) was excellent- well-balanced (re: bass, mids and treble) and tones were rich and warm sounding yet clear and never muddy.   volume levels were very comfortable and allowed for all the subtle nuance and dynamics to come through too.     The temperature of lobby and theater area were comfortable, restroom clean and well-stocked.",,International Guitar Night XXV,2/5/2025
698899132,02/06/2025 11:40 AM,No,No,Yes,No,No,No,No,No,No,No,No,No,66+,"$50,000 or below",Always excellent. I truly hope you bring this event back again. It would be nice if you made a recording of this event for sale.,,International Guitar Night XXV,2/5/2025
698972048,02/06/2025 1:39 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,,Wonderful!  Please keep bringing International Guitar Night - it's a fantastic opportunity!,,International Guitar Night XXV,2/5/2025
699002867,02/06/2025 2:34 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,,Wonderful event on all fronts. Enjoyed +Power Club pre-event. Wild Thyme food was very tasty and great variety.,,International Guitar Night XXV,2/5/2025
699011028,02/06/2025 2:49 PM,No,No,No,No,No,No,Yes,No,No,No,No,No,66+,"$50,001 - $100,000",All great.,,International Guitar Night XXV,2/5/2025
699035748,02/06/2025 3:36 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000",great event!   Need to have more like this one.,,International Guitar Night XXV,2/5/2025
699070891,02/06/2025 4:50 PM,No,No,No,No,No,No,No,Yes,No,Yes,No,No,36-45,"$100,001 - $200,000","Absolutely fantastic.  We are going to keep trying out different seats since it can be hard to see around heads, parts of the railing, etc.","Would have loved to have more information about the pieces and the musicians in print format.  I know this particular tour does not lend itself to that much, though.",International Guitar Night XXV,2/5/2025
699126133,02/06/2025 6:44 PM,No,No,No,No,No,No,No,No,No,No,No,Yes,56-65,"$100,001 - $200,000","Good stuff, loved the movies",Needed a bar upstairs,February Film Feast,2/1/2025
699134205,02/06/2025 7:04 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000",Love the theater! Found about the International Guitar Night last year reading the Tumbleweird while waiting for work our car at the Pasco Les Schwab. We are now on the mailing list; I responded quickly enough to get front row seats for the 2/5/25 show and absolutely loved the intimacy of being that close to the performers.,,International Guitar Night XXV,2/5/2025
699386173,02/07/2025 8:12 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,,Excellent event. Have attended the international guitar concert thrice and hope it returns every year.,Happy you are here. Great venue. Great performance.,International Guitar Night XXV,2/5/2025
699410585,02/07/2025 8:55 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,,"Loved the International Guitar Night.  I thought the sound level was quite nice, not too loud.  As I recall from last year, I thought the 4 artists were more diverse in their guitar genres.  This year seemed like they all played in the classic style.  Would have like to have seen more diversity in the music.  ",Really appreciate having this level of entertainment in our small town of WW!!  Thank you.,International Guitar Night XXV,2/5/2025
700074190,02/08/2025 12:15 PM,No,No,Yes,No,No,No,No,No,No,No,No,No,66+,"$50,000 or below",Extraordinary in every way! First time in that theater and I'll definitely return for a program such as this.,,International Guitar Night XXV,2/5/2025
700316797,02/08/2025 9:35 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,000 or below",Fantastic!!,,International Guitar Night XXV,2/5/2025
701040078,02/10/2025 8:19 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000","Good quality production, sound just right, and good price.  A bit steep for $7 non-alcoholic beverages.  I didn't ask what they were but went without as I didn't want to cough up $7 for a bottle of water or soda.",,Macbeth: David Tennant ,2/9/2025
701123309,02/10/2025 10:44 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,36-45,"$100,001 - $200,000",Delightful!,,Macbeth: David Tennant ,2/9/2025
