ID,Date,Walla Walla Union Bulletin,Tri-City Herald,The East Oregonian,The Entertainer,Tumbleweird,Radio,Poster,"Social Media (Facebook, Twitter, Instagram)",Email,Word of Mouth,Gesa Power House Theatre website (www.phtww.org),Other,What is your age group?,What is your annual household income?,"What was your overall impression of this event (quality, lighting, sound, value)?","Please share any other suggestions or ideas that would help us enhance your experience at Gesa Power House Theatre. If you would like someone to respond to your feedback, please include your contact information. Thank you!",event,Television,Event,Instance,The Idaho Statesman,ParentMap
708322085,02/22/2025 8:43 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000","Everything was fine except for the heating problem you are working on. Please get it done. My wife and I were cold during the performance despite the fact that we had coats on.
Mike Wiley was excellent: fun, funny, and dramatically informative. Bring him back. He certainly knows how to engage an audience !! And he is teaching Black History to boot.",,,,Jackie Robinson: A Game Apart,2/21/2025,,
708329183,02/22/2025 8:49 AM,No,No,No,No,No,No,No,Yes,Yes,No,No,No,56-65,"$100,001 - $200,000",It was very good ,We would love more one person theater experiences ,,,Jackie Robinson: A Game Apart,2/21/2025,,
708368207,02/22/2025 9:54 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$100,001 - $200,000",Excellent! We had a wonderful time! The venue is an exceptionally personal experience. Thank you.,We didn’t notice the heating issue. Thank you for the heads up about the parts problem. You should be proud of what you’ve accomplished.,,,Jackie Robinson: A Game Apart,2/21/2025,,
708441366,02/22/2025 11:28 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,46-55,"$100,001 - $200,000",It was so awesome and intimate! The play was so engaging and such a fabulous learning lesson.,,,,Jackie Robinson: A Game Apart,2/21/2025,,
708608291,02/22/2025 3:38 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$100,001 - $200,000",Fantastic,,,,Jackie Robinson: A Game Apart,2/21/2025,,
711465171,02/27/2025 10:23 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,26-35,"$100,001 - $200,000",great event!,,,,My Own Normal,2/26/2025,,
712319815,02/28/2025 6:49 PM,Yes,No,No,No,No,No,No,No,Yes,No,No,No,66+,,"Not sure that it's avoidable, but the spotlight at times reflected right off the instruments and into members of the audience's eyes.  In spite of that little distraction, the experience was incredible.  Have been to a couple of these before, and they are always delightful.  The whole synergy of bringing nations together--and particularly, during this tumultuous political moment--makes it even more poignant than ever to continue encouraging the unification of all people through music.  Excellent musicians all!","My husband claims that live acts are his preference such as musical groups; although, he doesn't really care for the comedy acts.  I like all the variety the Theatre has to offer.  While I explain to him that many of the films shown at the Gesa Theatre are very unique and oftentimes not available for viewing elsewhere, he says that he won't go to a film.  I enjoy them immensely.  Thanks for soliciting feedback from your spectators.  Appreciate the inclusion and the opportunity to participate in that way.",,,International Guitar Night XXV,2/5/2025,,
712856767,03/01/2025 6:39 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,46-55,"$200,001 or above",It was good. We were in the front row. It felt like a very intimate experience.,,,,Jen Kober,2/14/2025,,
713738505,03/03/2025 10:07 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,26-35,"$100,001 - $200,000",Really enjoyed it.,,,,Big Bang Boom,3/2/2025,,
713789982,03/03/2025 11:23 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,,Loved the show !,,,,Big Bang Boom,3/2/2025,,
713868052,03/03/2025 1:37 PM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$50,000 or below",A great first live show for my 5 year old granddaughter!,I wish there would have been a place for the kids to dance together. ,,,Big Bang Boom,3/2/2025,,
367004500,03/23/2023 9:17 PM,No,No,,No,,No,No,Yes,Yes,Yes,No,No,66+,"$50,001 - $100,000",Delightful!  We enjoyed the woodwind quintet’s version of Peter and the Wolf very much.,,PeterandtheWolf,No,,,,
367010344,03/23/2023 9:43 PM,No,No,,No,,No,No,No,No,No,Yes,No,36-45,"$50,001 - $100,000","Excellent 
Wonderful 
Very good",,PeterandtheWolf,No,,,,
367291687,03/24/2023 2:02 PM,Yes,No,,No,,No,No,No,No,No,No,No,66+,"$50,001 - $100,000",Great,,PeterandtheWolf,No,,,,
367586520,03/25/2023 8:22 AM,No,No,,No,,No,No,No,No,Yes,No,No,46-55,"$50,001 - $100,000","It was a wonderful family event, the quality was amazing- lighting and sound were perfect!",,PeterandtheWolf,No,,,,
369920894,03/30/2023 9:22 AM,No,No,,No,,No,No,No,Yes,No,No,No,66+,"$50,000 or below",It was fabulous!  the performers were incredible and all aspects of the theatre were excellent.  i just wished more people had been in attendance.  Maybe putting posters up at the elementary schools?  I also went the next night with same results,,PeterandtheWolf,No,,,,
489745158,02/21/2024 9:54 PM,No,No,No,No,No,No,Yes,No,No,No,No,No,66+,"$50,001 - $100,000","Excellent! 
Friendly staff, easy ticket process, comfortable seats, good acoustics, temperature just right, emailed info was really helpful in setting expectations and helping us plan. Knowing ahead of time it was 90 minutes without intermission made it possible to take care of bathroom needs without interruptions.","Holy Frit was so well done. I wish it could have been offered more than just one time. My partner was unavailable tonight. He would have loved this! 
   I don’t drink alcohol. I don’t want sugary beverages. I wish it would have been possible to bring water with me (since food and beverages were allowed in the theater.) I have kidney issues and am supposed to stay well hydrated. If bottled water was sold in the lobby, I missed it. 
    Gesa is such a great organization with wonderful volunteers. 
    We appreciate what you offer the community. 
   Keep up the good work.",HolyFrit,,,,,
489745507,02/21/2024 9:51 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,46-55,,"Loved the event and space!  
Space needs absorption for sound; lots of hard surfaces …..
Maybe consider hospitality after the show for additional fundraising…. 
Great value, lovely people welcoming us in….",,HolyFrit,,,,,
489748305,02/21/2024 10:04 PM,No,No,No,No,No,No,No,No,No,Yes,No,No,66+,"$50,001 - $100,000","Sound quality
Projection wuality",,HolyFrit,,,,,
489750656,02/21/2024 10:19 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$100,001 - $200,000",Good ,Excellent choice of movie! Well worth the 2 hour round trip,HolyFrit,,,,,
489751211,02/21/2024 10:23 PM,No,No,No,No,No,No,No,No,No,Yes,No,Yes,66+,"$100,001 - $200,000",The space was great. I wish the screen was further back on the stage.,Put the screen further back on the stage.,HolyFrit,,,,,
489753097,02/21/2024 10:37 PM,Yes,No,Yes,No,No,No,No,No,No,No,No,No,66+,"$50,000 or below","Venue, picture quality, and sound were great.  Staff were helpful & friendly.  Wine was excellent.",,HolyFrit,,,,,
489840813,02/22/2024 6:49 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,,High marks overall.,We always like our visits to the Power House.,HolyFrit,,,,,
489861869,02/22/2024 7:41 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,66+,"$50,001 - $100,000",It was great!,,HolyFrit,,,,,
489865936,02/22/2024 7:50 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$50,000 or below",ALL GOOD,ENJOYED THE WHOLE EXPERIENCE ,HolyFrit,,,,,
489878123,02/22/2024 8:20 AM,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,66+,"$50,001 - $100,000","“Holy Frit” was a beautiful and interesting movie. PHT is a perfect venue for unusual , informative film such as this. It is intimate, comfortable seating and great sound (not too loud!). Thank you for bringing it to WW. Great experience, good value. ",,HolyFrit,,,,,
490028800,02/22/2024 1:49 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$50,001 - $100,000",10/10 for all the above.,Love the documentary films you are showing. ,HolyFrit,,,,,
490181889,02/22/2024 9:27 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000","Excellent selection of an interesting movie, well produced.  Both sound quality and projection quality were good.  Movies like this are of high value to the community in that they are unlikely to appear in for profit cinemas that need to screen a show multiple times.  ","I would like to see more movies at Gesa.  It’s a good venue for “arty” or even foreign films.  However, those films require a first class marketing program which I don’t think Gesa has yet managed to accomplish.  Looking at the list of where we might hear of these films, there doesn’t seem to be any outlet targeting college students at Whitman or Whitman’s arts/drama/music departments.  There are documentaries  (such as “giants Rising”) that would be of interest to younger people if the marketing informs them effectively and in advance.  At the screening, there were movies previewed that I was unaware of (not in the Gesa brochure that was handed out).  There has been Quest classes on movies but I don’t think those potential audiences have been targeted.  
I would also be interested in seeing Gesa explore subscribing to NTLive programming.  That might be a partnership with the colleges/university offering a student discount price.  Please look into NTLive (National Theater of London productions that are filmed on the final night of performances that are at times better than the actual show — I saw a live performance and later the NTLive film of the live production: the camera angles gave much better reading of the actors than seeing it live.). I highly recommend nearly all of their productions.  ",HolyFrit,,,,,
490200551,02/22/2024 11:22 PM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$50,000 or below",very good,,HolyFrit,,,,,
494778196,03/04/2024 8:26 PM,Yes,No,No,No,No,No,No,No,Yes,No,No,No,66+,,"Loved this film--and the title was on point:  Holy Frit! indeed.  It encompassed captivating images; sound was just right; value was increased by the education which I feel I received watching the process of how to create stained/fused glass.  Such a journey for the artist, the production crews--glass makers, installers and camera manipulators, plus the courage it took to take on such an enormous endeavor.  The gigantic risks taken and the expenses incurred--constantly having to evolve was a great lesson for us all.","This was one of the most memorable films I've seen at the Powerhouse.  Full of fun, humor, challenge, beauty, collaboration, glass artistry and more--with the ultimate result.  This film hooked me on researching the largest commissioned stained-glass project in the world (at the time) because it made me want to know more.  What an incredible feat to have considered, accepted and produced.  When I saw the eyes of Jesus (I'm not particularly religious.), it touched me in a deeply spiritual way from an artistic perspective.",HolyFrit,,,,,
491910269,02/26/2024 7:32 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$100,001 - $200,000",Liked the food. Loved the movies.,,FebruaryFilmFeast,,,,,
491912248,02/26/2024 7:46 PM,No,No,No,No,No,No,No,No,No,Yes,No,No,56-65,"$100,001 - $200,000","Films were fun. Food good. What was with the high charges for small
Wine pours and very disappointing so much plastic waste on all the small bites. Felt wrong.  Tiny space even for a partially subscribed event. More people- as you should get- would have made this unbearable   No place to sit for two hours. No place to set a wine glass or plate. No free water. Great inaugural event. Will come back but consider the space limitations as it was a challenge. Also wish additional farmer/food producers were there. My comments are to help. Really so happy we went. Felt like a terrific adventure ",,FebruaryFilmFeast,,,,,
491917167,02/26/2024 8:00 PM,Yes,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",Excellent.,"Pre-films food and drink time could have offered some seating, although I know it was crowded for space.",FebruaryFilmFeast,,,,,
492039636,02/27/2024 6:57 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,"$200,001 or above","Fun event for the community who are foodies, shorts were fun and diverse.","Electric Lounge was just too small for this event. The ""Feast"" dynamic of the event was really not. I felt people thought of it as a dinner (5pm start?) and ate like they were eating for that. We did arrive 30 min after  5pm and there were no lamb meatballs, and things listed on the sheet. We were crammed in the corner of the room and stood holding a few bites before we had to fight our way to the food again.  Could you do a set up outside if you did the event later in the year, with tables? Could you offer tables downstairs? Could you do a ""feast"" of setting up table to seat 50 or so on the stage, bites served and cleared, dessert served upstairs in Electric Lounge and reset the theater for the shorts? $55 was pricey for the food we got.",FebruaryFilmFeast,,,,,
492058328,02/27/2024 7:40 AM,No,No,No,No,No,No,Yes,No,No,No,No,No,56-65,,"Really enjoyed the entire program, from the snacks from chef Chris to meeting a few local farmers and the multiple creative movie shorts.
We would go it again.",,FebruaryFilmFeast,,,,,
492316395,02/27/2024 5:39 PM,No,No,No,No,No,No,No,No,No,No,No,Yes,56-65,"$200,001 or above",I love the venue and it was  a great value for an interesting night.,,FebruaryFilmFeast,,,,,
492663756,02/28/2024 1:09 PM,No,No,No,No,No,No,No,No,Yes,No,Yes,No,66+,"$100,001 - $200,000",Food was outstanding; the films were fabulous.,,FebruaryFilmFeast,,,,,
487786016,02/17/2024 9:22 PM,No,No,No,No,No,No,No,No,No,No,No,Yes,36-45,"$100,001 - $200,000","The sound was a little echo-ey, but otherwise it was a beautiful theater and a wonderfully run event. Everyone was so friendly.",I enjoyed every minute ,CaesarSings,,,,,
487787280,02/17/2024 9:28 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",This was a fabulous show! So much talent and we hope that Caesar & Mark return to Gesa!,So happy that we saw the show. I'm going to order the CD next.,CaesarSings,,,,,
487788325,02/17/2024 9:32 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,001 - $100,000",,,CaesarSings,,,,,
487789355,02/17/2024 9:37 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",Great event ,,CaesarSings,,,,,
487791959,02/17/2024 9:49 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$200,001 or above",Outstanding ,,CaesarSings,,,,,
487795347,02/17/2024 10:09 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",,,CaesarSings,,,,,
487798713,02/17/2024 10:27 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$200,001 or above",I would have liked info on website about best seating for wheelchair or walker. Balcony with elevator was terrible for my MIL. ,Event was great. ,CaesarSings,,,,,
487801640,02/17/2024 10:43 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,,"We had a wonderful time. Great music. We were tired and probably wouldn't have gone if we didn't already have tickets, but we are glad we did and felt a bit of a boost. ",,CaesarSings,,,,,
487877266,02/18/2024 6:17 AM,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,66+,"$50,001 - $100,000",Loved it. Please bring Caesar back to PHT. ,,CaesarSings,,,,,
487878606,02/18/2024 6:20 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Everything was great.  Really enjoyed it.,,CaesarSings,,,,,
487923665,02/18/2024 8:23 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$100,001 - $200,000",Excellent.  Loved it.,,CaesarSings,,,,,
487932013,02/18/2024 8:41 AM,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,56-65,"$200,001 or above",Excellent. ,,CaesarSings,,,,,
487944072,02/18/2024 9:55 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",Loved it. ,,CaesarSings,,,,,
487997000,02/18/2024 11:07 AM,No,No,No,No,No,No,No,Yes,No,No,Yes,No,66+,"$50,001 - $100,000"," We really enjoyed the event. Great songs to bring back lots of memories. Amazing pianist, nice personalities, ",,CaesarSings,,,,,
488051397,02/18/2024 1:03 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,,really enjoyed the show.   I left wanting ti hear more,,CaesarSings,,,,,
488098723,02/18/2024 2:40 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",The show was fabulous.  I am very impressed with the talent that Gesa brings to Walla Walla. Keep up the great work!,"I know this is difficult or impossible, but more leg room would be great.",CaesarSings,,,,,
488403618,02/19/2024 7:44 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$100,001 - $200,000",Good,It was good. He did not sing very many songs snd took a long inter,CaesarSings,,,,,
488606671,02/19/2024 1:50 PM,Yes,No,No,No,No,No,No,No,Yes,No,No,No,66+,,"As Ceasar mentioned, there was a slight humming sound during a small portion of the performance; however, it wasn't that bad and was short-lived--at least from an audience perspective.  As a Nat King Cole fan, was pleased that he sang ""Unforgettable"" as one of his selections.  His accompanying pianist, Mark, was complementary and complimentary (both meanings).  Hope they both return to the Powerhouse.  The event was well-timed with Black History month, so thematic shows might be well-received.","Always enjoy the array of entertainers from musicians to comedians.  Would like to see more rock 'n roll bands--even if of the ""tribute"" kind.  The ones that were brought to the Powerhouse have been pretty exceptional.  They've also been repeat performances that sell fairly well.  So a few more of those could be the bread and butter of entertainment.at Gesa.  Would also welcome more jazz and blues bands and perhaps some modern dance routines.  Also like the rhythm and sounds of bongo drums, calypso or steel drums.",CaesarSings,,,,,
488810671,02/19/2024 8:56 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,000 or below","Great concert! Outstanding pianist/accompanist.  The quality of sound needed to be better. Too much reverb and feedback. 

Great value and overall very much enjoyed.",,CaesarSings,,,,,
490297780,02/23/2024 6:42 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$50,001 - $100,000","The overall quality was excellent,  comfortable and inviting. ",,CaesarSings,,,,,
494760430,03/04/2024 6:59 PM,No,No,No,No,No,No,Yes,No,No,No,No,No,56-65,"$200,001 or above",It was delightful - I was brought up with my Mom playing this music and felt transported.,I wonder if earlier show times would allow for the audience to mingle more afterwards.  It seems a shame to not give the performers more attention at the end in the lobby.,CaesarSings,,,,,
515897581,04/13/2024 9:25 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000","When there is no video, do not even run the projector. Having colors and shapes come up on the screen was distracting.
When there are going to be flashing lights in a performance,  you need to warn the audience. You are lucky no one had an epileptic seizure. 
He had a very powerful voice that did not need amplification but he did use the microphone. The sound system needed to be modulated to take that into account as it was too loud.",Installing a drinking fountain would be wonderful and much appreciated.  I do not want to buy a plastic bottle of water. Either that or let me bring my own bottle of water.,AlexanderKariotis,,,,,
515904689,04/13/2024 9:44 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,46-55,"$50,000 or below",AMAZING!,,AlexanderKariotis,,,,,
515904842,04/13/2024 9:44 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,25 and under,"$50,000 or below",Amazing!!! So good ,,AlexanderKariotis,,,,,
515911853,04/13/2024 10:10 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$200,001 or above",It was disappointing not to have the videos accompanying the show. I’d like him to come back.,,AlexanderKariotis,,,,,
515916806,04/13/2024 10:26 PM,No,No,No,No,No,No,No,No,Yes,No,Yes,No,46-55,"$50,001 - $100,000",Great voice and Insturmentals.  So sorry the visuals did not work but music was still wonderful.,,AlexanderKariotis,,,,,
516061773,04/14/2024 8:25 AM,No,No,No,No,No,No,No,Yes,No,No,Yes,No,66+,"$50,000 or below",Excellent ,All people were kind,AlexanderKariotis,,,,,
516062880,04/14/2024 8:30 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$50,000 or below","Alexander has a wonderful voice and seems like a nice guy. It was too bad the slideshow wasn’t working because that would’ve added some visual interest for sure. Overall the concert seemed like glorified karaoke. It was a surprise to not have any other musicians with him. It was on the edge of being too loud a lot of the time, as has been the case for other concerts. We left at intermission. ",,AlexanderKariotis,,,,,
516757618,04/15/2024 1:11 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000","I think he is fantastic.  His rich voice vibrated through my body.  I was in the balcony seated 
 directly in front of him.  He didn't need the video screen behind him.  Could concentrate on his performance better.  Too bad WW Symphony couldn't play with him.  I never knew one could combine Rock and Opera.  I'm a fan.",I think we are so fortunate he came to WW.  I hope he comes back some day.  I loved it.,AlexanderKariotis,,,,,
516967868,04/15/2024 8:26 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,,"The projection system was not working at all and that was a big part of his show.  He was awful; did not hit all his notes, lip synced some songs, pretended to play his guitar when it was a recording.  It was the worst $90 I have spent.",,AlexanderKariotis,,,,,
396918194,06/03/2023 12:37 AM,No,No,,No,,No,Yes,Yes,No,No,Yes,No,25 and under,"$50,001 - $100,000",Incredible! I loved everything about it and I would love to experience more performances like the Caravan of Glam in Walla Walla. It was great to be able to have such wonderful performers here.,"My only note is that it was fairly loud, possibly offering complimentary earplugs (or even ones for sale for $1) could be really helpful, especially for kids and neurodivergent folx. I brought my own earplugs, and I had a great time.",CaravanofGLAM,No,,,,
396920918,06/03/2023 1:15 AM,No,No,,No,,No,No,Yes,No,No,No,No,56-65,"$50,001 - $100,000",Had the very best time! All of the ladies were absolutely amazing! Can't wait til they come back .,,CaravanofGLAM,No,,,,
396992185,06/03/2023 7:54 AM,No,No,,No,,No,No,Yes,Yes,No,No,Yes,26-35,"$100,001 - $200,000","So fun! Lighting and sound were well done, high quality performances",,CaravanofGLAM,No,,,,
397035235,06/03/2023 10:18 AM,Yes,No,,No,,No,No,Yes,No,No,Yes,No,56-65,,"Such a fun evening! Very entertaining, great seats,staff was helpful and it was fun to be able to meet the “stars” after the show. Looking forward to a repeat performance!",,CaravanofGLAM,No,,,,
397069338,06/03/2023 12:09 PM,No,No,,No,,No,No,No,No,No,Yes,No,56-65,"$50,001 - $100,000",Amazing!,Please bring them back again! It was a wonderful show and I loved the energy!  This was my second time seeing them at this venue,CaravanofGLAM,No,,,,
397077757,06/03/2023 12:39 PM,No,No,,No,,No,No,No,No,No,Yes,No,26-35,"$50,001 - $100,000","It was amazing, but the music was a bit too loud, even for the enthusiastic nature of the event.",,CaravanofGLAM,No,,,,
397184246,06/03/2023 7:14 PM,No,No,,No,,No,No,No,No,Yes,Yes,Yes,46-55,"$50,001 - $100,000",It was absolutely amazing. Thank you for the most amazing experience. The performance was so high energy and fabulous. The dance party was a great idea. Thank you having security and also keeping chalk guy at bay. They’re so much to worry about these days and this wa an island in the storm. Thank you!,"I recently read that Europe has been giving “arts passes” to young people after the pandemic. They can use the money to go to live performances, museums, etc. I had a thought … it would be really nice to find a way to bring both young people and adults who typically can’t afford live performances into the Power House. One way would be applying for AAUW and other grants. Then finding ways to find the communities that need to come. Clearly, you have done excellent work getting the Triple Point youth in. Would be cool to let more Latino/a people in. Just a thought. Greatly appreciate all you do!",CaravanofGLAM,No,,,,
397667957,06/05/2023 9:23 AM,Yes,No,,No,,No,No,Yes,Yes,No,Yes,No,56-65,"$50,000 or below","Just Perfect!!  We enjoy the variety of entertainment you provide and like to come often. Walla Walla is very lucky we have hard working, open minded, staff and volunteers. Thank you!!!",,CaravanofGLAM,No,,,,
498657008,03/13/2024 9:13 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,001 - $100,000",ll good including value.,"I would appreciate having the titles of the films along with the film origin and director (country) AHEAD OF TIME - either by email or a sheet of paper on entry.  Also: the length of each film!  That way, I would not have to try to take notes - in the dark.",SJFF,,,,,
498661356,03/13/2024 9:25 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000",Excellent films: interesting and moving. Warren selects excellent films and does good interviews.,,SJFF,,,,,
498661372,03/13/2024 9:24 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,000 or below","Dang it all!  I got a ticket, really wanted to come, but had a skin cancer treatment and just couldn't leave home.  So sad I missed it.",Susan Janelle,SJFF,,,,,
498771142,03/14/2024 7:06 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,46-55,"$50,001 - $100,000",It was way too ooohhhh cold in the theater. The cold air kept turning on. Made my experience less enjoyable ,,SJFF,,,,,
499113687,03/14/2024 8:07 PM,Yes,No,No,No,No,No,No,No,Yes,No,No,No,66+,,"The film was presented at an acceptable volume.  As far as value, I wish more people had attended since the subject matter is important and one could say universal.  The younger generation in particular needs to be taught about what goes on in foreign countries--e.g., hard to believe some are completely unaware of the holocaust.",Please continue to get the word out.  I think you've done a superlative job in advertising the Gesa Powerhouse and upcoming events.   Thank you to all the volunteers!,SJFF,,,,,
499129248,03/14/2024 8:40 PM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$100,001 - $200,000","Poor.  Movies were second/third rate and seemed poorly curated.  There are many good shorts but these were not.  Th taped introduction was worse than none.  Taped interview was dull, poorly done, went on too long (many left in the middle of it).  An in person interview would have been more informative I suspect and at least would have seen how bored the audience was and picked up their game or stopped.  ","Rather than taping Warren, have Warren here to present the movies and give some context responding to audience.  If he can’t come, have another person stand before audience and read his introduction and try to answer questions.  Skip amateurish taped interviews.  Sorry for this poor review.  It was a disappointing night.  ",SJFF,,,,,
419227559,08/09/2023 10:04 PM,Yes,No,,No,No,No,No,No,Yes,No,No,No,66+,"$50,000 or below","Very, very informational.  Thank you!",,Downwind,,,,,
419250741,08/09/2023 11:15 PM,Yes,No,,No,No,No,No,No,No,No,No,No,66+,"$100,001 - $200,000",Outstanding documentary and well-orchestrated by Warren Etheridge.,,Downwind,,,,,
419430009,08/10/2023 7:36 AM,No,No,,No,No,No,No,No,No,Yes,No,No,66+,"$100,001 - $200,000","Very good value on an extremely important topic. The crowd was good, but we were surprised the theater wasn't full.","As my wife were discussing the event, I noted how fortunate we are to have GPHT in Walla Walla. It has quickly become a top venue for entertainment.",Downwind,,,,,
419438925,08/10/2023 7:50 AM,No,No,,No,No,No,No,No,Yes,No,Yes,No,66+,"$50,001 - $100,000",excellent,,Downwind,,,,,
419506291,08/10/2023 9:58 AM,Yes,No,,No,No,No,No,No,No,No,No,No,66+,,Very informative and profound,,Downwind,,,,,
419531665,08/10/2023 10:47 AM,No,No,,No,No,No,No,No,Yes,No,No,No,66+,"$50,001 - $100,000",Excellent,,Downwind,,,,,
419798123,08/10/2023 6:47 PM,No,No,,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000","Downwind was a sobering movie, but well done, telling the story that has not been honestly told. Warren did a good job of facilitating the event.",,Downwind,,,,,
361470649,03/11/2023 11:36 PM,Yes,No,,No,,No,Yes,No,Yes,No,No,No,66+,"$50,000 or below",It was a bit difficult to understand all of what Warren Etheridge was saying...kind muffled sound at times. I liked the 3 separate sections of similar films. I was sorry more people didn't attend.,"The ushers should be more aware of their voices carrying when they're having conversations during films.      

Thank you for hosting the film festival again!",SeattleJewishFilmFestival,No,,,,
361660334,03/12/2023 12:35 PM,No,No,,No,,No,No,No,Yes,Yes,Yes,No,66+,"$100,001 - $200,000","Great   Do not have any suggestions for improvement....and that's unusual for me!
Has hooked me into the real summer movie crush.",,SeattleJewishFilmFestival,No,,,,
369767929,03/29/2023 10:13 PM,No,No,,No,,No,No,No,No,No,Yes,No,56-65,"$50,001 - $100,000",Did not care for the short films but the lighting sound and presentation was great,,SeattleJewishFilmFestival,No,,,,
369768784,03/29/2023 10:20 PM,Yes,No,,No,,No,Yes,No,Yes,No,No,No,66+,"$50,000 or below","I loved the films. Every one was good, a few wonderful.   Thank you!!","At the very beginning, there was quite  a bit of writing on the screen, I think an overview of the theme of the films, and I'm a fast reader but I couldn't get through it all before it was gone!!  Please leave things up long enough for everyone to read. 

In the interviews at the end, the first one was great, it followed the filmmaker's film. But the second one I couldn't tell at all what film she had made, and it was getting boring since there was no connection, and several of us just left. 

But truly, overall, I loved this group of films!!",SeattleJewishFilmFestival,No,,,,
369965994,03/30/2023 11:39 AM,Yes,No,,No,,No,No,No,Yes,No,No,No,66+,,"As always, the volunteers are particularly helpful, friendly and knowledgeable.  With this intimate venue, the quality of the lighting and sound (good volume) was appropriate.  Even with a small number of attendees, the value of such films does not lose its importance.  After all, just one person can start a ripple.  Well done.  Keep it up!","Despite being Yiddish-impaired, my brain was connecting synapses at random and inter-communicating in an uncommon way.  The richness of the films allowed me to experience different levels of thought almost like a set of never-ending, falling dominoes.  The interviews (e.g., Sean Wainstein/Demon Box) shed new light on what the films delivered.  It became more than the sum of dark and light or the holocaust and survivorship--developing into an all-encompassing life and love of mankind thereafter.  That we’re all present in this “middle” of our lives because we’re not at the hour of our birth and not yet dead, was very powerful and thought-provoking.",SeattleJewishFilmFestival,No,,,,
370647739,03/31/2023 10:36 PM,No,No,,No,,No,No,No,Yes,No,No,No,66+,"$50,001 - $100,000","Was just a little disappointed with the value  / a few of the films.   The two best films were the two that had director interviews at the end.   Sound was good, lighting was good .   Sorry it was a low turn out.   I am proud that you brought these films to a place with a very small Jewish population. I’d also like to see films from the Muslim world, and other parts of the world and its people.","Please no depressed/ psychotic stories . We want to learn, be enlightened, and engaged in a positive way.",SeattleJewishFilmFestival,No,,,,
371069894,04/01/2023 10:07 PM,No,No,,No,,No,No,No,No,No,Yes,No,36-45,"$200,001 or above",Great.,"Advertise to younger crowds. Use instagram, Twitter, etc to get the word out!",TheWildcards,No,,,,
